report_id,company_inn,sign,item_index,code,name,chapter
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,12,invalidRegistrationData,"Не найден в реестре организаций с недостоверными регистрационными данными, что говорит о благонадежности компании, информация о компании соответствует действительности.",reestrs
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,13,licenses,"У компании есть действующие лицензии - компания имеет право осуществлять определенные виды деятельности, требующие специального разрешения. Это может свидетельствовать о компетентности и надежности компании.",license
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,14,proceeds,"У компании есть выручка за предыдущий год в размере 1821061.0 тыс. руб., что свидетельствует о наличии стабильного дохода и успешной деятельности.",finance
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,15,massOkved,"У компании небольшое количество кодов ОКВЭД, что может указывать на то, что компания сосредоточена на определенных видах деятельности и, вероятно, обладает опытом и специализацией в этих областях.",okved
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,16,currentAssets,"У компании имеются оборотные активы в размере 665879.0 тыс. руб., что обеспечивает достаточную ликвидность для покрытия краткосрочных обязательств и ведения текущей деятельности.",finance
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,17,uncurrentAssets,"У компании есть внеоборотные активы на сумму 5264.0 тыс. руб., что, вероятно, может говорить о стабильном положении и долгосрочных перспективах развития.",finance
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,18,webSite,"У компании есть сайт, что может свидетельствовать о том, что компания заинтересована в прозрачности своего бизнеса и стремится предоставить информацию о себе клиентам и партнерам. Сайт компании может содержать полезную информацию о ее деятельности, продуктах или услугах, контактах и т.д. Вы можете подробнее изучить информацию об услугах компании по указанной ссылке.",site
13aeae32-9ff4-57a1-ae06-9b24c193afd3,7816085851,positive,19,governmentContract,"Есть выигранные госконтракты. Изучите информацию о количестве и сумме тендеров и контрактов, чтобы получить более полное представление о контрагенте и его деятельности.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,negative,0,arbitrationDefendant,"Есть арбитражные дела, в которых выступает в качестве ответчика, что может указывать на наличие споров с контрагентами или государственными органами. Это может быть признаком нестабильности в деятельности компании и потенциальных финансовых рисков.",arbitr
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,0,fnsBlocking,"Нет блокировок банковских счетов по постановлениям налоговой на текущую дату, что может говорить об отсутствии у компании проблем с налоговыми органами, которые привели бы к блокировке счетов.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,1,relatedCompanies,"У компании есть связанные компании, это позволяет проанализировать не только текущую деятельность контрагента, но и историю связанных с ним организаций. Изучите информацию о связанных компаниях, их деятельности и истории, чтобы получить более полное представление о контрагенте и его надежности.",relatedComp
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,2,executionProceedings,"Нет действующих исполнительных производств, в которых выступает в качестве ответчика, это может указывать на то, что компания своевременно исполняет свои обязательства и не имеет серьезных финансовых проблем.",execproc
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,3,liquidationStatus,"Не найден в реестре организаций проходящих процедуру банкротства, что может свидетельствовать об отсутствии у компании текущих процедур банкротства, что является положительным знаком при оценке ее финансовой устойчивости.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,4,massAuthpersons,"Не найден в реестре организаций с массовым директором или учредителем, вероятно, компания не используется в сомнительных схемах, что повышает доверие к ее деятельности.",manager
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,5,massAddress,"Не найден в реестре организаций с массовым адресом, что может свидетельствовать о достоверности и актуальности данных об адресе юридического лица.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,6,dishonestProvider,"Не найден в реестре организаций недобросовестных поставщиков, что может свидетельствовать об отсутствии у компании негативных историй участия в государственных закупках.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,7,disqualifiedAuthpersons,"Руководитель организации не найден в реестре дисквалифицированных лиц, руководитель компании, вероятно, не имеет ограничений на занятие руководящих должностей и не был дисквалифицирован за нарушения законодательства.",manager
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,8,taxArrears,"Не найден в реестре организаций должников ФНС, что может свидетельствовать об отсутствии задолженности перед налоговыми органами, что является положительным фактором при оценке надежности контрагента.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,9,taxReporting,"Не найден в реестре организаций не сдающих отчётность, компания соблюдает свои обязательства по предоставлению отчетности и, вероятно, ведет бизнес прозрачно.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,10,invalidAddress,"Не найден в реестре организаций с фиктивным адресом, это подтверждает, что компания зарегистрирована по реальному адресу, где фактически осуществляет свою деятельность.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,11,invalidAuthpersonsData,"Не найден в реестре организаций с номинальным руководителем или с меткой о недостоверных данных руководителя, руководитель компании, вероятно, является реальным лицом, управляющим компанией, и информация о нем достоверна.",manager
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,12,invalidRegistrationData,"Не найден в реестре организаций с недостоверными регистрационными данными, что говорит о благонадежности компании, информация о компании соответствует действительности.",reestrs
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,13,massOkved,"У компании небольшое количество кодов ОКВЭД, что может указывать на то, что компания сосредоточена на определенных видах деятельности и, вероятно, обладает опытом и специализацией в этих областях.",okved
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,14,currentAssets,"У компании имеются оборотные активы в размере 914085.0 тыс. руб., что обеспечивает достаточную ликвидность для покрытия краткосрочных обязательств и ведения текущей деятельности.",finance
4a6a18e9-e277-51c2-92ce-7a7a7d828454,1901132406,positive,15,uncurrentAssets,"У компании есть внеоборотные активы на сумму 90.0 тыс. руб., что, вероятно, может говорить о стабильном положении и долгосрочных перспективах развития.",finance
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,negative,0,massOkved,"Компания имеет большое количество кодов ОКВЭД, что  может быть связано с попыткой компании охватить как можно больше направлений бизнеса, это может отрицательно сказаться на ее эффективности и надежности.",okved
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,negative,1,profit,"Компания понесла убыток в размере -26249.0 тыс. руб., что может указывать на нестабильность финансовых результатов.",finance
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,negative,2,arbitrationDefendant,"Есть арбитражные дела, в которых выступает в качестве ответчика, что может указывать на наличие споров с контрагентами или государственными органами. Это может быть признаком нестабильности в деятельности компании и потенциальных финансовых рисков.",arbitr
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,negative,3,fnsBlocking,"Есть блокировки банковских счетов по постановлениям налоговой на текущую дату, это может означать связь компании с налоговыми нарушениями, задолженностями или другими проблемами. Уточните причины блокировки и оцените риски сотрудничества с такой компанией.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,0,executionProceedings,"Нет действующих исполнительных производств, в которых выступает в качестве ответчика, это может указывать на то, что компания своевременно исполняет свои обязательства и не имеет серьезных финансовых проблем.",execproc
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,1,liquidationStatus,"Не найден в реестре организаций проходящих процедуру банкротства, что может свидетельствовать об отсутствии у компании текущих процедур банкротства, что является положительным знаком при оценке ее финансовой устойчивости.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,2,massAuthpersons,"Не найден в реестре организаций с массовым директором или учредителем, вероятно, компания не используется в сомнительных схемах, что повышает доверие к ее деятельности.",manager
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,3,massAddress,"Не найден в реестре организаций с массовым адресом, что может свидетельствовать о достоверности и актуальности данных об адресе юридического лица.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,4,dishonestProvider,"Не найден в реестре организаций недобросовестных поставщиков, что может свидетельствовать об отсутствии у компании негативных историй участия в государственных закупках.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,5,disqualifiedAuthpersons,"Руководитель организации не найден в реестре дисквалифицированных лиц, руководитель компании, вероятно, не имеет ограничений на занятие руководящих должностей и не был дисквалифицирован за нарушения законодательства.",manager
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,6,taxArrears,"Не найден в реестре организаций должников ФНС, что может свидетельствовать об отсутствии задолженности перед налоговыми органами, что является положительным фактором при оценке надежности контрагента.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,7,taxReporting,"Не найден в реестре организаций не сдающих отчётность, компания соблюдает свои обязательства по предоставлению отчетности и, вероятно, ведет бизнес прозрачно.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,8,invalidAddress,"Не найден в реестре организаций с фиктивным адресом, это подтверждает, что компания зарегистрирована по реальному адресу, где фактически осуществляет свою деятельность.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,9,invalidAuthpersonsData,"Не найден в реестре организаций с номинальным руководителем или с меткой о недостоверных данных руководителя, руководитель компании, вероятно, является реальным лицом, управляющим компанией, и информация о нем достоверна.",manager
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,10,invalidRegistrationData,"Не найден в реестре организаций с недостоверными регистрационными данными, что говорит о благонадежности компании, информация о компании соответствует действительности.",reestrs
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,11,proceeds,"У компании есть выручка за предыдущий год в размере 748359.0 тыс. руб., что свидетельствует о наличии стабильного дохода и успешной деятельности.",finance
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,12,currentAssets,"У компании имеются оборотные активы в размере 23347.0 тыс. руб., что обеспечивает достаточную ликвидность для покрытия краткосрочных обязательств и ведения текущей деятельности.",finance
2431f1b0-0020-54ac-ac7b-06675330e83b,6165169320,positive,13,uncurrentAssets,"У компании есть внеоборотные активы на сумму 924.0 тыс. руб., что, вероятно, может говорить о стабильном положении и долгосрочных перспективах развития.",finance
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,negative,0,massOkved,"Компания имеет большое количество кодов ОКВЭД, что  может быть связано с попыткой компании охватить как можно больше направлений бизнеса, это может отрицательно сказаться на ее эффективности и надежности.",okved
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,negative,1,massAddress,"Находится в реестре организаций с массовым адресом, что может быть признаком фиктивной регистрации.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,0,fnsBlocking,"Нет блокировок банковских счетов по постановлениям налоговой на текущую дату, что может говорить об отсутствии у компании проблем с налоговыми органами, которые привели бы к блокировке счетов.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,1,executionProceedings,"Нет действующих исполнительных производств, в которых выступает в качестве ответчика, это может указывать на то, что компания своевременно исполняет свои обязательства и не имеет серьезных финансовых проблем.",execproc
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,2,liquidationStatus,"Не найден в реестре организаций проходящих процедуру банкротства, что может свидетельствовать об отсутствии у компании текущих процедур банкротства, что является положительным знаком при оценке ее финансовой устойчивости.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,3,massAuthpersons,"Не найден в реестре организаций с массовым директором или учредителем, вероятно, компания не используется в сомнительных схемах, что повышает доверие к ее деятельности.",manager
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,4,dishonestProvider,"Не найден в реестре организаций недобросовестных поставщиков, что может свидетельствовать об отсутствии у компании негативных историй участия в государственных закупках.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,5,disqualifiedAuthpersons,"Руководитель организации не найден в реестре дисквалифицированных лиц, руководитель компании, вероятно, не имеет ограничений на занятие руководящих должностей и не был дисквалифицирован за нарушения законодательства.",manager
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,6,аrbitrationDefendant,"Не найдены арбитражные дела, в которых выступает в качестве ответчика, что может свидетельствовать о том, что компания, вероятно, соблюдает свои обязательства и эффективно решает возникающие споры.",arbitr
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,7,taxArrears,"Не найден в реестре организаций должников ФНС, что может свидетельствовать об отсутствии задолженности перед налоговыми органами, что является положительным фактором при оценке надежности контрагента.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,8,taxReporting,"Не найден в реестре организаций не сдающих отчётность, компания соблюдает свои обязательства по предоставлению отчетности и, вероятно, ведет бизнес прозрачно.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,9,invalidAddress,"Не найден в реестре организаций с фиктивным адресом, это подтверждает, что компания зарегистрирована по реальному адресу, где фактически осуществляет свою деятельность.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,10,invalidAuthpersonsData,"Не найден в реестре организаций с номинальным руководителем или с меткой о недостоверных данных руководителя, руководитель компании, вероятно, является реальным лицом, управляющим компанией, и информация о нем достоверна.",manager
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,11,invalidRegistrationData,"Не найден в реестре организаций с недостоверными регистрационными данными, что говорит о благонадежности компании, информация о компании соответствует действительности.",reestrs
8222abfd-2839-5f2a-ae4d-496f5a75ebf4,9713021306,positive,12,currentAssets,"У компании имеются оборотные активы в размере 507.0 тыс. руб., что обеспечивает достаточную ликвидность для покрытия краткосрочных обязательств и ведения текущей деятельности.",finance
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,negative,0,massOkved,"Компания имеет большое количество кодов ОКВЭД, что  может быть связано с попыткой компании охватить как можно больше направлений бизнеса, это может отрицательно сказаться на ее эффективности и надежности.",okved
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,0,fnsBlocking,"Нет блокировок банковских счетов по постановлениям налоговой на текущую дату, что может говорить об отсутствии у компании проблем с налоговыми органами, которые привели бы к блокировке счетов.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,1,executionProceedings,"Нет действующих исполнительных производств, в которых выступает в качестве ответчика, это может указывать на то, что компания своевременно исполняет свои обязательства и не имеет серьезных финансовых проблем.",execproc
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,2,liquidationStatus,"Не найден в реестре организаций проходящих процедуру банкротства, что может свидетельствовать об отсутствии у компании текущих процедур банкротства, что является положительным знаком при оценке ее финансовой устойчивости.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,3,massAuthpersons,"Не найден в реестре организаций с массовым директором или учредителем, вероятно, компания не используется в сомнительных схемах, что повышает доверие к ее деятельности.",manager
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,4,massAddress,"Не найден в реестре организаций с массовым адресом, что может свидетельствовать о достоверности и актуальности данных об адресе юридического лица.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,5,dishonestProvider,"Не найден в реестре организаций недобросовестных поставщиков, что может свидетельствовать об отсутствии у компании негативных историй участия в государственных закупках.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,6,disqualifiedAuthpersons,"Руководитель организации не найден в реестре дисквалифицированных лиц, руководитель компании, вероятно, не имеет ограничений на занятие руководящих должностей и не был дисквалифицирован за нарушения законодательства.",manager
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,7,аrbitrationDefendant,"Не найдены арбитражные дела, в которых выступает в качестве ответчика, что может свидетельствовать о том, что компания, вероятно, соблюдает свои обязательства и эффективно решает возникающие споры.",arbitr
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,8,taxArrears,"Не найден в реестре организаций должников ФНС, что может свидетельствовать об отсутствии задолженности перед налоговыми органами, что является положительным фактором при оценке надежности контрагента.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,9,taxReporting,"Не найден в реестре организаций не сдающих отчётность, компания соблюдает свои обязательства по предоставлению отчетности и, вероятно, ведет бизнес прозрачно.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,10,invalidAddress,"Не найден в реестре организаций с фиктивным адресом, это подтверждает, что компания зарегистрирована по реальному адресу, где фактически осуществляет свою деятельность.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,11,invalidAuthpersonsData,"Не найден в реестре организаций с номинальным руководителем или с меткой о недостоверных данных руководителя, руководитель компании, вероятно, является реальным лицом, управляющим компанией, и информация о нем достоверна.",manager
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,12,invalidRegistrationData,"Не найден в реестре организаций с недостоверными регистрационными данными, что говорит о благонадежности компании, информация о компании соответствует действительности.",reestrs
0b0a5c3a-5e4a-55e0-b1d4-298cb3a58fb3,5036158015,positive,13,proceeds,"У компании есть выручка за предыдущий год в размере 2075.0 тыс. руб., что свидетельствует о наличии стабильного дохода и успешной деятельности.",finance
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,negative,0,massAddress,"Находится в реестре организаций с массовым адресом, что может быть признаком фиктивной регистрации.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,0,fnsBlocking,"Нет блокировок банковских счетов по постановлениям налоговой на текущую дату, что может говорить об отсутствии у компании проблем с налоговыми органами, которые привели бы к блокировке счетов.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,1,relatedCompanies,"У компании есть связанные компании, это позволяет проанализировать не только текущую деятельность контрагента, но и историю связанных с ним организаций. Изучите информацию о связанных компаниях, их деятельности и истории, чтобы получить более полное представление о контрагенте и его надежности.",relatedComp
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,2,executionProceedings,"Нет действующих исполнительных производств, в которых выступает в качестве ответчика, это может указывать на то, что компания своевременно исполняет свои обязательства и не имеет серьезных финансовых проблем.",execproc
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,3,liquidationStatus,"Не найден в реестре организаций проходящих процедуру банкротства, что может свидетельствовать об отсутствии у компании текущих процедур банкротства, что является положительным знаком при оценке ее финансовой устойчивости.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,4,massAuthpersons,"Не найден в реестре организаций с массовым директором или учредителем, вероятно, компания не используется в сомнительных схемах, что повышает доверие к ее деятельности.",manager
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,5,dishonestProvider,"Не найден в реестре организаций недобросовестных поставщиков, что может свидетельствовать об отсутствии у компании негативных историй участия в государственных закупках.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,6,disqualifiedAuthpersons,"Руководитель организации не найден в реестре дисквалифицированных лиц, руководитель компании, вероятно, не имеет ограничений на занятие руководящих должностей и не был дисквалифицирован за нарушения законодательства.",manager
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,7,аrbitrationDefendant,"Не найдены арбитражные дела, в которых выступает в качестве ответчика, что может свидетельствовать о том, что компания, вероятно, соблюдает свои обязательства и эффективно решает возникающие споры.",arbitr
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,8,taxArrears,"Не найден в реестре организаций должников ФНС, что может свидетельствовать об отсутствии задолженности перед налоговыми органами, что является положительным фактором при оценке надежности контрагента.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,9,taxReporting,"Не найден в реестре организаций не сдающих отчётность, компания соблюдает свои обязательства по предоставлению отчетности и, вероятно, ведет бизнес прозрачно.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,10,invalidAddress,"Не найден в реестре организаций с фиктивным адресом, это подтверждает, что компания зарегистрирована по реальному адресу, где фактически осуществляет свою деятельность.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,11,invalidAuthpersonsData,"Не найден в реестре организаций с номинальным руководителем или с меткой о недостоверных данных руководителя, руководитель компании, вероятно, является реальным лицом, управляющим компанией, и информация о нем достоверна.",manager
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,12,invalidRegistrationData,"Не найден в реестре организаций с недостоверными регистрационными данными, что говорит о благонадежности компании, информация о компании соответствует действительности.",reestrs
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,13,proceeds,"У компании есть выручка за предыдущий год в размере 107531.0 тыс. руб., что свидетельствует о наличии стабильного дохода и успешной деятельности.",finance
3a8c5daa-efa7-567c-8114-f60144cbb82c,7720901442,positive,14,massOkved,"У компании небольшое количество кодов ОКВЭД, что может указывать на то, что компания сосредоточена на определенных видах деятельности и, вероятно, обладает опытом и специализацией в этих областях.",okved
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,negative,0,executionProceedings,"Есть действующие исполнительные производства, в которых выступает в качестве ответчика, это может означать, что компания имеет неисполненные обязательства перед кредиторами или государственными органами. Такая информация негативно сказывается на репутации и кредитоспособности лица или организации, поскольку свидетельствует о возможных финансовых трудностях или нежелании выполнять свои обязательства.",execproc
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,negative,1,massOkved,"Компания имеет большое количество кодов ОКВЭД, что  может быть связано с попыткой компании охватить как можно больше направлений бизнеса, это может отрицательно сказаться на ее эффективности и надежности.",okved
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,negative,2,arbitrationDefendant,"Есть арбитражные дела, в которых выступает в качестве ответчика, что может указывать на наличие споров с контрагентами или государственными органами. Это может быть признаком нестабильности в деятельности компании и потенциальных финансовых рисков.",arbitr
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,0,fnsBlocking,"Нет блокировок банковских счетов по постановлениям налоговой на текущую дату, что может говорить об отсутствии у компании проблем с налоговыми органами, которые привели бы к блокировке счетов.",reestrs
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,1,relatedCompanies,"У компании есть связанные компании, это позволяет проанализировать не только текущую деятельность контрагента, но и историю связанных с ним организаций. Изучите информацию о связанных компаниях, их деятельности и истории, чтобы получить более полное представление о контрагенте и его надежности.",relatedComp
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,2,liquidationStatus,"Не найден в реестре организаций проходящих процедуру банкротства, что может свидетельствовать об отсутствии у компании текущих процедур банкротства, что является положительным знаком при оценке ее финансовой устойчивости.",reestrs
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,3,massAuthpersons,"Не найден в реестре организаций с массовым директором или учредителем, вероятно, компания не используется в сомнительных схемах, что повышает доверие к ее деятельности.",manager
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,4,massAddress,"Не найден в реестре организаций с массовым адресом, что может свидетельствовать о достоверности и актуальности данных об адресе юридического лица.",reestrs
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,5,dishonestProvider,"Не найден в реестре организаций недобросовестных поставщиков, что может свидетельствовать об отсутствии у компании негативных историй участия в государственных закупках.",reestrs
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,6,disqualifiedAuthpersons,"Руководитель организации не найден в реестре дисквалифицированных лиц, руководитель компании, вероятно, не имеет ограничений на занятие руководящих должностей и не был дисквалифицирован за нарушения законодательства.",manager
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,7,taxArrears,"Не найден в реестре организаций должников ФНС, что может свидетельствовать об отсутствии задолженности перед налоговыми органами, что является положительным фактором при оценке надежности контрагента.",reestrs
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,8,taxReporting,"Не найден в реестре организаций не сдающих отчётность, компания соблюдает свои обязательства по предоставлению отчетности и, вероятно, ведет бизнес прозрачно.",reestrs
a1083ce8-0804-5e5b-b58f-0694e98de6f6,0278949271,positive,9,invalidAddress,"Не найден в реестре организаций с фиктивным адресом, это подтверждает, что компания зарегистрирована по реальному адресу, где фактически осуществляет свою деятельность.",reestrs
